Trial_number,Chosen_castle,Chosen_location,Correct_location,Accuracy,Number_of_doors,RT,Current_orientation,Current_color,Current_size,First_feature,Second_feature,Third_feature,Participant_size,Participant_orientation,Participant_number,Participant_gender,Early_exit,Training_time,Meta_trial,Participant_age
60,1,0,0,1,2,1.8907968000003166,74.0,7,0.14,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
61,1,1,0,0,2,1.5668246000004729,-34.0,12,0.38,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
62,1,0,1,0,2,4.758853700000145,-83.5,13,0.4600000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
63,1,0,1,0,2,5.357460500000343,38.0,20,0.38,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
64,1,1,1,1,2,1.4093932000005225,29.0,14,0.3400000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
65,1,1,0,0,2,2.6176282000005813,-7.0,7,0.1,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
66,1,0,0,1,2,1.9080317999996623,-25.0,2,0.1,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
67,1,0,1,0,2,2.29956139999922,24.5,18,0.14,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
68,1,1,0,0,2,1.5747522000001482,-56.5,4,0.4600000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
69,1,0,1,0,2,1.5413085999998657,15.5,16,0.4600000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
70,1,0,0,1,2,1.6747566000003644,29.0,5,0.18000000000000002,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
71,1,0,1,0,2,5.418217399999776,-74.5,14,0.42000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
72,1,1,0,0,2,1.9758567999997467,-2.5,2,0.4600000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
73,1,0,1,0,2,1.858009800000218,-20.5,14,0.26,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
74,1,1,1,1,2,4.490670500000306,78.5,22,0.18000000000000002,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
75,1,1,0,0,2,1.983919799999967,15.5,8,0.18000000000000002,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
76,1,1,0,0,2,18.44215770000028,-79.0,12,0.30000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
77,1,0,0,1,2,1.391068599999926,-25.0,0,0.14,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
78,1,0,0,1,2,1.433765300000232,74.0,2,0.26,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
79,1,0,0,1,2,1.5179701999995814,-65.5,4,0.1,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
80,1,0,0,1,2,4.249610000000757,42.5,7,0.4600000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
81,1,0,1,0,2,3.0667277000002287,11.0,24,0.42000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
82,1,1,0,0,2,3.6403713999998217,-7.0,3,0.18000000000000002,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
83,1,0,0,1,2,1.6392235000002984,60.5,4,0.1,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
84,1,0,0,1,2,0.6999835999995412,6.5,2,0.1,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
85,1,0,1,0,2,1.8332535999998072,2.0,21,0.18000000000000002,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
86,1,0,0,1,2,0.9074944000003597,-38.5,7,0.1,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
87,1,0,1,0,2,0.5843089999998483,-70.0,17,0.1,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
88,1,0,1,0,2,0.8740932999999131,-38.5,20,0.1,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
89,1,0,1,0,2,0.8919066999997085,-20.5,18,0.1,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
90,1,0,0,1,2,1.624695200000133,-47.5,12,0.38,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
91,1,0,1,0,2,5.100703500000236,87.5,17,0.14,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
92,1,0,1,0,2,1.0072460000001229,33.5,18,0.14,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
93,1,0,0,1,2,0.7243303000004744,2.0,5,0.14,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,1,18
94,1,0,0,1,2,1.0178451000001587,83.0,0,0.42000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
95,1,0,0,1,2,2.2836112000004505,-56.5,4,0.14,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
96,1,0,0,1,2,1.2163295999998809,2.0,0,0.4600000000000001,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
97,1,0,0,1,2,1.7166824000005363,2.0,4,0.30000000000000004,color,orientation,size,0.38,-2.5,1,female,0,2700.8190137,0,18
