Trial_number,Chosen_castle,Chosen_location,Correct_location,Accuracy,Number_of_doors,RT,Current_orientation,Current_color,Current_size,First_feature,Second_feature,Third_feature,Participant_size,Participant_orientation,Participant_number,Participant_gender,Early_exit,Training_time,Meta_trial,Participant_age
149,2,2,3,0,4,1.3172363000001042,69.5,19,0.30000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
150,2,0,0,1,4,1.8830553000000236,-25.0,2,0.3400000000000001,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
151,2,0,0,1,4,1.2661871000000247,-29.5,5,0.1,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
152,2,3,3,1,4,2.3170784999999796,20.0,19,0.1,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
153,2,0,0,1,4,3.0509859999999662,-52.0,0,0.42000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
154,2,1,1,1,4,2.833986999999979,-38.5,14,0.26,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
155,2,2,3,0,4,2.0169791999999234,60.5,24,0.4600000000000001,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
156,2,0,2,0,4,2.749336200000016,-2.5,9,0.22000000000000003,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
157,2,2,0,0,4,1.8000423999999384,-7.0,8,0.18000000000000002,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
158,2,2,2,1,4,3.200004799999988,69.5,8,0.1,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
159,2,2,2,1,4,2.3003302000001895,87.5,6,0.22000000000000003,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
160,2,1,0,0,4,1.1832405999998628,-70.0,5,0.42000000000000004,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
161,2,2,2,1,4,1.1996033000000352,87.5,3,0.18000000000000002,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,1,27
162,2,2,2,1,4,1.2004516000001786,47.0,11,0.4600000000000001,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
163,2,2,2,1,4,1.0509798999996747,51.5,3,0.22000000000000003,orientation,color,size,0.38,-2.5,12,female,0,2704.3748031,0,27
